Air temperature (C),Relative humidity (%),Air velocity (m/s),Radiant temperature (C),Clo,Met,Thermal comfort
24.7,58.4,0.1,25.1,0.54,1.2,3.0
21.0,44.1,0.06,21.3,1.18,1.2,5
29.9,75.8,0.59,31.1,0.29,1.2,5.0
19.5,75.6,0.0,20.1,0.43,1.2,3.0
22.3,66.4,0.08,22.6,0.62,1.0,2.0
25.5,48.0,0.11,26.2,0.6,1.37,4.0
29.4,67.1,0.65,26.3,0.46,1.1,2.0
23.7,40.1,0.1,23.5,0.9,1.2,3.0
22.3,54.1,0.19,22.2,0.84,1.12,4
25.6,52.8,0.2,26.6,0.76,1.2,3.0
29.5,80.3,1.17,30.5,0.37,1.2,5.0
21.9,44.0,0.08,21.2,0.9,1.5,5.0
24.5,11.8,0.07,23.3,0.8,1.0,6.0
25.1,47.7,0.06,25.2,0.49,1.0,3
23.2,49.3,0.04,23.3,0.36,1.0,4
24.8,38.0,0.1,25.2,0.83,1.39,2
25.7,40.8,0.15,23.8,0.7,1.1,2.0
28.4,52.6,0.23,28.5,0.42,1.2,5.0
23.1,32.6,0.01,23.3,0.42,1.0,5
19.6,35.7,0.09,18.6,1.3,1.0,2.0
17.0,75.7,0.2,17.1,1.94,1.2,5.0
23.2,35.0,0.11,21.7,0.96,1.1,2.0
13.8,54.7,0.09,14.2,1.05,1.2,3.0
21.6,40.1,0.05,21.7,0.96,1.2,5
22.8,47.9,0.06,22.7,0.74,1.2,5.0
27.2,38.6,0.29,27.3,0.62,1.0,4.0
17.2,73.9,0.1,17.4,1.03,0.8,5.0
20.1,41.1,0.04,20.0,0.92,1.2,2
23.1,68.6,0.09,23.5,0.61,1.0,5.0
21.8,39.2,0.02,22.0,0.67,1.2,5
32.0,64.5,0.17,33.1,0.4,1.6,3.0
23.8,48.3,0.18,23.7,0.89,1.12,5
26.1,58.5,0.23,24.1,0.67,1.2,1.0
32.0,61.9,0.18,33.5,0.33,2.0,1.0
23.0,51.7,0.14,22.9,0.74,1.2,5.0
23.2,41.1,0.04,23.6,0.48,1.0,6
22.0,32.0,0.1,22.6,0.52,1.0,5
24.3,66.0,0.11,24.7,0.76,1.0,5.0
24.0,59.0,0.14,24.5,0.38,1.24,5
19.7,47.9,0.06,20.4,0.87,1.27,5
23.0,54.3,0.09,23.5,0.54,1.0,6.0
24.3,45.0,0.19,24.5,0.62,1.24,5
15.0,35.8,0.12,15.8,0.67,1.2,2.0
23.7,52.0,0.03,24.1,0.62,1.0,5
29.4,40.3,0.18,29.8,0.41,1.2,3.0
24.9,33.0,0.11,22.4,1.2,1.1,2.0
22.0,36.8,0.07,22.1,0.9,1.2,3
29.2,66.3,1.53,26.3,0.67,1.1,2.0
21.9,52.1,0.05,22.3,0.6,1.0,5.0
23.2,19.1,0.1,23.3,0.8,1.0,1.0
23.4,57.3,0.12,23.6,0.48,1.0,2.0
25.2,56.0,0.16,25.9,0.33,0.99,5
22.7,42.6,0.12,22.9,0.51,1.42,5
22.3,37.7,0.2,22.2,0.53,1.12,5
22.5,32.0,0.05,22.9,0.65,1.0,5
25.4,45.0,0.1,25.5,0.96,0.94,1.0
20.3,37.0,0.2,20.2,0.53,1.2,5.0
21.8,53.9,0.05,21.8,1.11,1.2,5
25.0,60.0,0.17,25.4,0.51,1.44,3
22.1,38.0,0.22,21.9,0.58,1.4,4
22.3,62.0,0.12,22.7,0.47,0.99,2
23.2,37.0,0.06,23.5,0.6,1.52,2
29.2,75.8,0.16,30.1,0.31,1.2,3.0
29.0,36.3,0.18,29.9,0.23,1.2,5.0
22.3,40.3,0.22,22.4,0.59,1.03,5
25.3,56.1,0.11,26.1,0.46,1.1,2.0
23.9,20.8,0.06,22.9,0.6,1.2,5.0
22.9,33.1,0.23,24.2,0.93,1.03,4
32.0,64.5,0.17,33.1,0.38,1.2,2.0
23.8,69.7,0.31,24.5,0.54,1.2,3.0
22.6,39.5,0.07,22.8,0.9,1.2,6
28.6,58.1,0.28,29.0,0.83,1.2,3.0
28.0,72.7,0.65,28.8,0.35,1.2,3.0
32.0,64.5,0.17,33.1,0.33,1.2,2.0
23.2,46.0,0.16,23.2,0.42,1.59,2
24.3,56.0,0.1,24.6,0.59,1.39,3
20.1,66.2,0.6,20.2,1.24,1.6,3.0
20.9,63.1,0.18,22.4,1.63,1.2,3.0
25.2,42.0,0.06,24.7,0.5,1.0,4.0
22.4,61.8,0.07,21.6,0.4,1.6,3.0
22.6,65.6,0.04,22.6,0.55,1.2,5.0
25.0,59.5,0.07,25.0,0.54,1.0,3
23.6,51.2,0.13,23.7,0.61,1.44,3
23.1,40.7,0.21,23.5,0.42,1.0,6
22.4,31.0,0.1,22.6,0.89,1.2,6
21.7,31.6,0.09,21.9,0.49,1.9,5.0
21.5,30.3,0.02,22.1,0.31,1.0,4
23.7,49.0,0.1,24.0,0.39,1.04,3
16.3,26.6,0.12,14.7,1.46,1.1,5.0
24.7,56.5,0.45,25.5,0.59,1.25,5
22.4,59.0,0.12,22.9,0.42,1.59,6
24.7,55.0,0.12,25.0,0.29,1.29,3
22.4,53.7,0.17,22.8,0.68,1.2,1
23.0,35.2,0.23,21.0,1.56,1.1,2.0
25.2,57.4,0.01,25.2,0.68,1.0,2.0
21.5,51.6,0.01,22.6,0.96,1.2,5.0
23.0,37.0,0.09,23.1,1.04,1.2,3
22.3,43.1,0.08,22.0,0.83,1.0,5
26.9,33.8,0.05,26.0,0.5,1.5,5.0
23.7,69.0,0.11,24.0,0.4,1.19,5
28.7,65.9,0.41,29.3,0.82,1.2,3.0
23.0,36.6,0.1,23.1,0.81,1.2,5
24.6,42.9,0.16,24.9,0.46,1.1,2.0
27.9,45.7,0.41,28.2,0.4,1.2,5.0
23.9,48.7,0.07,24.2,0.49,1.0,5
25.3,40.0,0.65,23.2,0.63,1.1,5.0
27.4,44.9,0.09,28.1,0.67,1.1,2.0
23.1,71.1,0.07,23.3,0.82,1.0,4.0
22.5,23.7,0.24,23.0,0.58,1.2,5
22.9,65.1,0.01,23.4,1.09,1.2,5.0
21.9,63.0,0.1,22.2,0.97,1.42,5
22.3,44.3,0.14,22.6,0.72,1.42,5
21.4,65.0,0.03,21.8,0.71,1.33,3.0
25.1,32.4,0.07,23.5,0.77,1.1,2.0
24.1,50.0,0.14,23.9,0.43,1.44,4
24.3,65.2,0.28,24.8,0.4,1.2,5.0
23.4,37.4,0.12,23.4,0.35,1.42,5
20.8,47.8,0.11,21.0,0.33,1.12,4
24.5,47.0,0.12,24.6,0.52,1.14,3
26.7,51.6,0.05,27.2,0.65,1.2,3.0
22.9,35.8,0.18,23.1,0.65,1.42,6
22.6,65.6,0.04,22.6,0.8,1.6,3.0
24.4,41.2,0.17,24.4,0.34,1.42,5
30.2,74.7,0.39,31.0,0.31,1.2,5.0
23.5,45.0,0.11,23.7,0.51,1.34,5
29.9,42.0,0.19,29.3,0.46,1.1,5.0
20.4,25.5,0.04,20.4,0.84,1.2,5
30.3,68.7,0.26,30.8,0.49,1.2,3.0
24.5,42.3,0.19,24.4,0.34,1.72,5
19.6,46.7,0.02,20.5,1.37,1.2,3.0
22.5,66.3,0.08,22.7,0.46,1.2,3.0
23.4,32.2,0.1,22.7,0.7,1.0,6.0
24.5,26.1,0.42,21.6,0.73,1.0,4
29.4,75.4,0.34,30.5,0.45,1.2,1.0
23.1,23.7,0.08,22.9,0.8,1.0,3.0
23.5,21.8,0.05,22.1,0.7,1.0,4.0
32.1,59.9,0.37,33.5,0.22,1.6,5.0
23.5,55.4,0.1,24.2,0.68,1.54,4
23.2,68.4,0.06,23.9,0.63,1.0,5.0
22.8,33.8,0.13,22.9,0.68,1.03,5
19.6,25.3,0.31,17.8,1.74,1.1,5.0
25.5,57.0,0.11,26.1,0.39,0.99,5
23.1,34.0,0.42,24.8,0.4,1.6,6
26.2,41.1,0.2,24.3,0.63,1.1,2.0
24.2,50.2,0.67,24.2,0.42,1.0,6.0
25.3,58.3,0.1,25.6,0.48,1.0,4.0
21.4,50.0,0.1,21.7,0.6,1.54,5
28.8,23.2,0.21,27.2,0.31,1.1,2.0
20.9,46.2,0.16,21.5,0.56,1.03,4
24.1,69.6,0.12,22.8,0.46,1.1,2.0
22.0,45.3,0.11,22.3,0.5,1.0,5.0
22.4,46.3,0.06,22.6,0.52,1.2,1.0
23.1,54.9,0.05,23.3,0.46,1.4,5.0
24.2,42.5,0.09,23.6,0.4,1.4,3.0
22.6,65.0,0.05,22.6,0.47,1.2,5.0
21.9,56.7,0.06,21.9,0.56,1.27,5
23.3,38.5,0.08,23.7,0.74,1.0,5
21.0,36.3,0.05,21.1,0.95,1.0,3
22.9,38.3,0.1,23.4,0.33,1.2,2
22.8,70.8,0.37,24.0,0.63,1.6,5.0
29.3,47.0,0.16,29.8,0.29,1.2,5.0
29.6,81.8,0.96,29.8,0.16,1.2,2.0
24.1,13.5,0.1,23.6,0.8,1.3,5.0
28.3,61.5,0.11,29.9,0.4,1.2,3.0
29.8,78.8,0.48,31.1,0.29,1.2,3.0
19.7,61.1,0.02,19.9,0.91,1.2,3.0
22.3,51.5,0.06,22.5,0.62,1.0,3
24.3,63.0,0.1,24.6,0.47,1.04,5
23.0,10.9,0.08,22.8,0.7,1.1,6.0
22.8,39.6,0.21,23.4,0.52,1.3,5
18.9,59.5,0.0,19.4,1.64,1.2,5.0
23.1,47.0,0.11,23.5,0.53,1.39,6
25.4,61.7,0.41,25.8,0.46,1.1,2.0
21.2,26.9,0.1,21.4,1.08,1.0,3
29.8,23.6,0.3,27.3,0.69,1.2,5
23.0,32.4,0.26,21.6,0.75,1.1,2.0
29.5,76.0,0.0,28.2,0.24,1.2,5.0
23.5,63.0,0.11,23.6,0.34,1.74,6
23.9,42.0,0.1,24.3,0.62,1.51,3
25.7,43.2,0.09,26.3,0.46,1.1,2.0
24.5,47.4,0.38,24.3,0.71,1.1,2.0
18.8,39.9,0.1,25.7,0.51,1.1,5.0
22.5,21.0,0.11,22.0,1.2,1.2,5.0
29.5,69.7,0.54,29.7,0.31,1.2,2.0
23.2,62.8,0.05,23.4,0.35,1.2,4.0
26.3,42.5,0.09,24.8,0.64,1.1,2.0
27.5,49.6,0.51,28.2,0.35,1.2,5.0
23.7,38.9,0.08,23.6,0.7,1.2,6
22.3,47.5,0.25,22.4,0.67,1.1,2.0
21.6,45.8,0.01,22.0,0.74,1.2,4
21.1,24.0,0.1,21.3,0.84,1.0,5
22.8,44.1,0.16,23.0,0.37,1.36,3
29.9,58.8,0.32,31.1,0.32,1.6,5.0
22.5,47.5,0.08,22.7,0.56,1.0,5
22.2,61.3,0.01,22.5,0.55,1.2,4.0
23.4,59.0,0.16,23.8,1.15,0.99,5
23.5,44.0,0.44,22.5,0.7,1.1,2.0
24.1,28.4,0.09,26.0,0.97,1.2,5
21.0,51.0,0.14,21.4,0.54,1.24,3
23.6,62.6,0.09,23.7,0.55,1.4,5.0
23.7,48.7,0.08,23.7,0.47,1.24,5
23.1,21.7,0.06,23.9,0.59,1.0,6
23.3,64.2,0.13,23.5,0.48,1.2,3.0
22.2,62.9,0.17,22.7,0.44,1.2,6.0
20.8,53.9,0.21,20.4,0.67,1.1,2.0
26.9,49.0,0.51,28.2,0.31,1.2,5.0
28.5,56.6,0.52,29.2,0.92,1.2,3.0
31.1,56.3,0.52,31.6,0.4,1.2,5.0
22.7,60.0,0.13,23.1,0.35,0.99,5
21.9,57.0,0.12,22.0,0.66,1.59,5
31.1,56.3,0.52,31.6,0.2,1.2,3.0
19.7,61.1,0.02,19.9,0.55,1.6,5.0
25.8,40.9,0.14,23.8,0.7,1.1,2.0
23.1,43.0,0.11,23.2,0.41,1.59,5
22.2,44.5,0.12,23.7,0.4,1.0,5.0
25.7,40.5,0.1,26.4,0.62,1.2,3.0
24.3,42.0,0.1,24.1,0.49,1.39,3
26.7,42.7,0.17,26.8,0.63,1.4,2.0
23.0,45.6,0.07,23.0,0.53,1.2,6.0
24.1,37.6,0.2,22.1,0.98,1.1,2.0
21.4,40.3,0.02,21.6,0.62,1.2,3
23.6,32.2,0.17,24.2,0.56,1.52,5
21.3,53.0,0.25,21.0,0.37,1.54,5
22.2,37.0,0.14,22.2,0.98,1.24,2
29.9,75.9,0.3,30.9,0.33,1.2,2.0
23.6,67.9,0.06,23.7,0.89,1.4,3.0
20.4,48.4,0.12,21.0,1.33,1.2,4
19.4,38.6,0.23,20.3,0.66,1.2,3
21.9,45.8,0.05,22.6,0.83,1.2,6
22.2,50.0,0.12,22.5,0.36,1.19,5
23.4,30.6,0.08,23.6,0.56,1.0,4
19.0,47.6,0.08,19.0,1.5,1.12,2
23.2,57.6,0.07,22.7,0.5,1.1,6.0
23.2,39.0,0.05,23.4,0.49,1.0,5
23.6,23.2,0.06,22.7,0.7,1.4,5.0
19.1,38.0,0.0,19.1,1.0,1.2,6
29.0,56.5,0.25,29.5,0.38,1.2,2.0
30.5,67.1,0.44,30.8,0.38,1.6,3.0
20.8,53.9,0.21,20.4,0.46,1.1,2.0
22.2,47.0,0.05,22.6,0.54,1.2,3
22.8,64.6,0.1,23.1,0.76,1.0,4.0
26.9,38.4,0.11,25.7,0.5,1.2,3.0
21.1,65.4,0.15,21.9,0.89,1.0,2.0
23.0,45.3,0.05,23.1,0.7,1.0,4.0
20.9,41.0,0.14,21.5,0.87,1.38,4.0
22.4,33.9,0.11,21.6,0.66,1.0,3
31.0,59.1,0.58,32.9,0.31,1.2,3.0
23.2,54.0,0.12,23.4,0.38,1.39,4
30.3,39.4,0.28,28.0,0.61,1.1,5.0
24.1,42.5,0.15,24.5,0.34,1.12,5
28.9,77.1,1.08,30.7,0.49,1.2,3.0
23.1,65.0,0.13,23.3,0.21,1.34,6
23.8,40.0,0.07,23.5,0.44,1.3,2.0
22.4,57.2,0.07,22.7,0.49,1.0,3.0
25.3,55.0,0.1,25.8,0.7,1.24,4
25.7,40.8,0.15,23.8,0.96,1.1,5.0
26.7,51.6,0.05,27.2,0.66,1.6,3.0
24.2,45.0,0.1,24.3,0.99,1.39,6
23.3,37.0,0.14,23.4,0.44,1.6,2
19.2,33.9,0.08,20.0,0.87,1.6,3.0
23.7,49.0,0.11,23.9,0.27,0.99,5
23.5,29.5,0.06,23.9,0.89,1.0,5
19.9,36.4,0.13,20.0,0.46,1.2,5.0
22.5,40.6,0.16,23.1,0.48,1.24,6
27.8,65.1,0.96,25.8,0.67,1.1,2.0
22.7,46.0,0.1,23.4,0.61,1.26,6
20.8,69.9,0.16,18.9,1.07,1.1,5.0
21.2,59.0,0.03,21.8,0.47,1.2,5.0
20.7,39.4,0.21,21.2,0.53,1.0,3
22.3,66.9,0.12,22.5,0.41,1.0,5.0
21.7,20.9,0.07,20.8,1.1,1.4,3.0
21.0,39.7,0.21,22.1,0.91,1.12,3
23.8,47.0,0.1,24.2,0.68,1.24,5
23.8,48.4,0.06,24.1,0.44,1.39,5
25.4,57.0,0.08,25.4,0.42,1.88,5.0
22.7,23.1,0.05,21.1,0.9,1.2,4.0
22.9,44.5,0.07,23.0,0.52,1.2,4.0
22.0,31.8,0.04,23.2,0.49,1.2,5.0
22.6,36.3,0.18,22.9,0.33,1.22,1
22.9,59.0,0.35,23.2,0.82,1.6,3.0
26.6,51.9,0.53,27.1,0.71,1.6,5.0
22.8,44.0,0.08,23.3,0.7,1.2,4
24.1,23.8,0.04,24.0,0.54,1.0,5
24.3,47.0,0.11,24.4,0.44,1.24,5
22.4,41.9,0.09,22.8,0.59,1.2,5
22.1,37.9,0.24,19.9,1.08,1.1,5.0
17.3,36.3,0.1,15.8,1.16,1.1,2.0
26.9,38.5,0.06,25.7,0.4,1.2,3.0
22.4,63.6,0.06,22.7,0.35,1.4,3.0
21.8,48.2,0.12,21.9,0.78,1.0,4
23.6,55.0,0.16,24.0,0.55,1.37,5
25.1,42.5,0.22,23.8,0.91,1.1,5.0
23.3,55.9,0.07,23.4,0.5,1.0,3
23.5,50.4,0.1,23.6,0.82,1.0,4
23.7,50.0,0.25,23.7,0.55,1.2,5.0
21.6,29.2,0.06,21.0,0.96,1.2,6
28.8,65.6,0.34,29.2,0.32,1.2,5.0
23.4,63.0,0.17,23.8,0.28,1.34,6
27.4,27.9,0.39,30.0,0.33,1.42,5
22.7,48.0,0.12,23.1,0.33,1.39,5
22.1,54.3,0.13,22.8,0.62,1.2,5
23.5,59.0,0.18,23.6,0.33,1.49,6
28.8,74.0,0.57,29.3,0.29,1.6,5.0
21.4,52.0,0.14,21.5,0.7,1.0,3
23.0,25.6,0.13,20.8,0.76,1.1,5.0
24.9,60.0,0.12,25.4,0.62,1.79,3
22.6,39.6,0.04,22.8,0.72,1.2,6
22.6,43.6,0.14,22.8,0.49,1.27,5
24.0,24.6,0.31,21.8,0.96,1.1,2.0
22.5,25.6,0.1,22.6,0.84,1.0,6
24.3,58.9,0.07,24.5,0.54,1.2,6.0
23.2,46.0,0.19,23.5,0.69,1.34,6
28.3,59.9,0.24,29.2,0.56,1.2,5.0
25.5,47.1,0.15,21.2,1.2,1.0,5.0
27.3,73.3,0.2,29.4,0.4,1.2,5.0
29.2,57.1,0.35,28.7,0.63,1.0,3.0
26.3,49.1,0.15,26.7,0.46,1.1,2.0
22.3,71.5,0.08,22.8,0.62,1.2,3.0
23.0,32.4,0.26,21.6,0.59,1.1,2.0
22.7,44.2,0.12,23.1,0.84,1.2,5
24.2,38.0,0.05,23.2,0.9,1.2,5.0
32.0,61.9,0.18,33.5,0.32,1.2,2.0
22.0,41.7,0.09,22.3,0.52,1.12,4
23.7,69.0,0.1,23.8,0.25,1.24,4
22.6,40.0,0.18,22.7,0.4,1.32,4.0
22.9,42.5,0.05,23.1,0.83,1.0,6
21.8,60.7,0.11,22.3,0.61,1.0,5.0
29.9,67.7,0.8,27.7,0.46,1.1,2.0
22.2,55.9,0.03,22.7,0.76,1.2,6.0
25.1,47.5,0.13,25.1,0.5,1.2,5.0
21.9,23.2,0.05,21.9,0.27,1.2,5
23.8,41.9,0.06,23.9,0.75,1.2,5.0
23.4,44.0,0.1,23.5,0.45,1.19,3
20.9,63.1,0.18,21.2,0.77,1.2,5.0
21.9,41.6,0.08,21.9,0.67,1.2,5
21.4,38.9,0.08,22.0,1.1,1.49,3
23.7,37.7,0.13,24.0,0.62,1.03,5
22.5,43.9,0.15,23.0,0.54,1.0,3
26.6,55.6,0.43,29.3,0.53,1.25,4
24.8,61.8,0.09,24.7,0.76,1.4,2.0
22.1,42.0,0.44,23.5,0.4,1.19,1.0
22.8,55.5,0.09,23.6,0.85,1.0,5.0
23.0,32.7,0.06,23.2,0.86,1.2,5
23.4,28.0,0.07,23.4,1.06,1.0,6
25.1,58.1,0.11,25.2,0.48,1.0,2.0
22.5,35.9,0.09,23.0,0.84,1.2,3
21.9,41.1,0.14,21.6,0.4,1.1,6.0
28.7,44.1,0.37,28.9,0.29,1.2,3.0
25.3,42.3,0.33,25.5,0.45,1.4,2.0
22.6,38.9,0.07,22.9,0.55,1.2,3
20.1,55.2,0.13,21.3,1.73,0.8,3.0
24.8,42.6,0.08,23.7,0.7,1.1,5.0
22.2,65.8,0.15,22.8,0.59,1.4,4.0
29.4,40.3,0.18,29.8,1.11,1.2,5.0
28.5,29.2,0.63,28.8,0.83,1.2,3.0
31.1,70.0,0.24,31.9,0.1,1.2,3.0
20.6,29.0,0.17,22.4,1.42,0.94,6.0
22.9,40.6,0.06,23.1,0.95,1.2,5
22.2,41.9,0.14,22.5,0.47,1.0,5
23.4,34.6,0.19,21.6,1.16,1.1,1.0
22.0,54.0,0.08,22.5,0.69,1.0,5.0
24.3,46.3,0.1,24.7,0.57,1.12,6
23.2,61.0,0.14,23.7,0.25,1.39,4
21.3,36.4,0.18,19.2,1.33,1.1,2.0
23.9,60.0,0.12,24.4,0.44,1.37,4
28.0,55.2,0.4,28.6,0.56,1.2,3.0
14.4,40.1,0.06,14.5,0.47,1.2,2.0
22.6,29.2,0.01,22.9,0.57,1.2,5
23.4,25.0,0.13,23.5,1.08,1.11,1.0
20.3,64.9,0.12,21.1,0.71,1.2,2.0
22.9,35.7,0.16,23.5,0.73,1.27,4
22.8,36.9,0.02,22.8,0.55,1.0,5
24.5,47.0,0.1,24.7,0.42,1.39,5
23.1,64.0,0.16,23.1,0.62,1.2,3.0
22.9,61.0,0.1,23.5,0.43,1.34,5
20.1,68.5,0.0,20.7,0.81,1.6,5.0
21.5,21.4,0.1,21.3,0.7,1.2,3.0
22.9,30.9,0.09,22.5,1.2,1.3,4.0
24.0,35.0,0.1,24.1,0.35,1.07,6
22.6,23.5,0.12,22.3,0.8,1.3,5.0
29.3,74.5,0.26,29.9,0.18,1.2,3.0
22.3,45.5,0.1,22.4,0.73,1.0,5
23.5,59.7,0.02,23.7,0.46,1.4,5.0
24.3,33.6,0.34,24.4,0.67,1.2,3
23.1,59.0,0.07,23.1,0.68,1.4,5.0
22.0,40.4,0.02,22.2,1.0,1.2,5
22.9,37.0,0.08,23.0,0.98,1.2,5
23.2,51.3,0.09,23.6,0.53,1.0,4.0
22.7,27.9,0.06,23.1,0.68,1.0,4
20.5,27.0,0.06,22.0,1.27,1.0,5.0
19.7,65.2,0.11,20.3,0.46,1.2,5.0
21.9,23.9,0.04,22.3,0.62,1.0,3
22.1,55.6,0.24,21.7,0.46,1.1,2.0
21.7,63.9,0.07,22.1,0.46,1.2,2.0
27.6,51.6,0.17,26.2,0.67,1.1,2.0
20.5,52.0,0.7,22.2,0.58,1.02,3.0
27.6,79.8,1.56,28.6,0.27,1.2,5.0
23.4,69.0,0.1,23.7,0.31,1.99,5
21.3,46.6,0.02,21.8,1.05,1.2,5
20.5,51.3,0.17,20.9,0.51,1.25,3
21.9,40.3,0.1,22.1,0.8,1.2,3
23.0,51.9,0.06,23.4,0.59,1.12,5
23.9,48.0,0.18,24.3,0.49,1.17,5
22.0,47.1,0.04,22.3,0.63,1.0,4
24.6,48.4,0.25,23.5,0.46,1.1,5.0
23.2,66.8,0.15,22.2,0.46,1.1,2.0
23.9,44.0,0.01,23.9,0.74,1.11,6.0
19.7,37.2,0.08,19.8,0.82,1.2,3.0
21.0,29.5,0.1,20.8,0.54,1.4,5
27.9,46.3,0.41,28.2,0.24,1.2,2.0
23.2,66.8,0.15,22.2,0.46,1.1,2.0
23.8,54.0,0.13,24.0,0.63,0.99,5
26.3,48.6,0.07,25.4,0.6,1.2,5.0
23.4,54.5,0.08,23.6,0.52,1.4,3.0
22.4,62.0,0.1,22.6,0.52,1.24,3
21.8,50.9,0.07,22.5,0.94,1.0,5.0
22.4,31.1,0.12,23.1,0.7,1.0,6
25.0,38.0,0.1,24.7,0.68,1.16,3.0
21.7,64.0,0.15,22.1,0.43,1.0,5.0
23.0,56.2,0.07,23.2,0.43,1.4,4.0
22.4,46.8,0.09,23.1,0.62,1.2,6
25.1,47.7,0.26,24.4,0.64,1.1,2.0
23.0,44.9,0.07,23.1,0.62,1.2,5
21.7,43.6,0.14,21.6,0.68,1.43,5
23.0,65.7,0.02,23.2,0.56,1.2,6.0
24.5,24.6,0.02,24.8,0.51,1.2,6
25.4,47.0,0.1,25.8,0.51,1.04,5
22.7,52.2,0.14,22.8,0.45,1.12,5
19.6,35.7,0.09,18.6,1.25,1.1,2.0
21.9,64.0,0.16,21.9,0.47,1.24,6
24.0,31.6,0.17,24.8,0.39,1.03,5
22.0,55.4,0.03,22.9,0.73,1.2,5.0
23.1,42.0,0.06,23.7,0.57,1.37,2.0
22.9,42.0,0.12,23.3,0.36,1.51,6
32.1,59.9,0.37,33.5,0.33,1.2,2.0
21.7,51.0,0.09,21.8,0.83,1.2,2
23.7,52.0,0.1,24.2,0.5,1.74,5
23.4,19.3,0.06,22.5,1.1,1.1,2.0
22.3,40.5,0.28,22.2,1.91,0.8,5.0
23.4,50.0,0.12,23.4,0.53,1.19,4
21.9,61.5,0.0,22.4,1.49,1.2,3.0
22.0,52.0,0.15,22.4,0.79,1.17,5
20.4,41.7,0.06,21.3,1.04,1.2,5.0
22.9,39.6,0.12,23.4,0.45,1.4,5
21.2,50.9,0.13,20.9,0.79,1.2,5.0
23.0,42.0,0.22,23.4,0.55,1.12,5
22.2,52.7,0.12,22.4,0.78,1.1,5
22.0,56.7,0.12,22.6,0.58,1.0,4.0
22.5,62.3,0.15,21.5,0.46,1.1,5.0
24.0,64.0,0.1,24.2,0.34,0.99,5
20.7,29.9,0.26,23.4,0.91,1.2,3.0
28.5,62.8,1.5,25.4,0.6,1.1,2.0
22.9,48.0,0.1,23.0,0.39,1.19,4
24.6,54.0,0.02,24.2,0.74,1.11,6.0
23.5,45.3,0.09,23.5,0.74,1.0,5.0
24.0,46.0,0.15,21.3,0.7,1.1,5.0
28.5,48.1,0.05,28.4,0.67,1.1,2.0
27.2,67.2,0.0,27.3,0.37,1.2,5.0
22.0,29.5,0.06,21.2,0.9,1.1,3.0
23.5,58.0,0.09,23.1,0.5,1.2,2.0
23.2,44.6,0.05,23.3,0.76,1.0,4
24.8,48.7,0.47,24.9,0.54,1.0,3.0
26.3,60.7,0.49,27.0,0.49,1.8,3.0
26.8,63.9,0.31,27.8,1.0,1.2,5.0
22.4,39.0,0.4,24.9,0.56,1.2,3.0
23.3,41.5,0.17,23.4,0.25,1.37,3
21.5,48.0,0.13,21.4,0.48,1.19,3
23.0,38.4,0.07,23.1,0.77,1.2,6
22.8,66.9,0.1,23.0,0.34,1.0,5.0
22.1,37.4,0.07,23.9,0.95,1.0,5.0
22.0,34.3,0.04,22.5,0.82,1.2,3
19.7,41.1,0.03,20.2,0.56,1.2,5.0
24.0,41.5,0.16,24.5,0.33,1.12,6
22.8,40.4,0.04,23.0,0.77,1.0,5
23.2,41.4,0.12,23.3,0.45,1.72,4
27.0,50.3,0.35,26.7,0.6,1.1,2.0
32.0,64.5,0.17,33.1,0.33,1.2,2.0
25.4,56.1,0.18,25.6,0.49,1.0,5.0
22.1,55.6,0.24,21.7,0.46,1.1,5.0
25.8,45.3,0.15,26.8,0.46,1.1,2.0
22.6,48.6,0.15,22.7,0.52,1.0,6
22.2,37.0,0.07,22.5,0.85,1.07,5
23.0,35.5,0.07,23.1,0.67,1.2,5
27.4,49.7,0.07,28.2,0.87,1.0,5.0
21.6,29.2,0.1,20.0,0.69,1.1,2.0
29.9,68.8,0.18,29.5,0.67,1.1,5.0
23.0,63.0,0.15,23.7,0.41,1.61,6
23.7,39.6,0.12,23.7,0.29,1.72,5
21.4,55.5,0.12,21.9,0.5,1.36,6
23.4,36.8,0.07,23.8,0.5,1.0,5
23.7,38.3,0.09,24.0,0.32,1.2,6
21.1,53.0,0.07,21.3,0.73,1.0,6
23.2,40.7,0.17,23.4,0.5,1.2,5
30.1,74.6,0.38,30.3,0.31,1.2,3.0
24.9,32.8,0.13,23.8,0.62,1.0,3
22.5,53.6,0.11,23.0,1.29,1.0,5.0
23.5,46.0,0.1,23.6,0.38,0.99,5
19.6,35.2,0.1,21.9,0.65,1.1,1.0
22.8,36.0,0.11,22.9,0.25,1.55,5
23.0,35.0,0.06,21.6,0.96,1.1,2.0
22.1,54.3,0.11,22.5,0.74,1.12,5
24.2,56.7,0.05,25.0,0.29,1.6,3.0
30.1,71.1,0.43,30.9,0.29,1.2,2.0
21.8,48.5,0.16,22.7,0.58,1.12,5
23.2,19.6,0.05,21.4,0.7,1.0,4.0
23.5,31.3,0.08,22.8,0.9,1.3,4.0
27.8,60.1,0.1,29.7,0.47,1.2,3.0
24.8,23.3,0.03,25.2,0.4,1.1,5
23.0,10.9,0.07,22.3,0.8,1.4,3.0
22.6,67.8,0.08,22.9,0.82,1.0,5.0
15.3,52.4,0.09,15.6,1.14,1.2,1.0
27.9,51.3,0.49,28.2,0.53,1.2,5.0
22.5,51.0,0.19,23.0,0.45,1.59,3
29.6,67.1,0.68,27.0,0.46,1.1,2.0
